IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.118.23.110,443,443,true,FRA,Europe,Frankfurt,265,5.02
34.118.85.198,443,443,true,FRA,Europe,Frankfurt,285,5.01
34.154.121.171,443,443,true,FRA,Europe,Frankfurt,258,5.00
34.107.79.216,443,443,true,FRA,Europe,Frankfurt,254,5.00
34.65.233.61,443,443,true,FRA,Europe,Frankfurt,195,4.99
34.154.3.212,443,443,true,FRA,Europe,Frankfurt,258,4.99
34.65.57.220,443,443,true,FRA,Europe,Frankfurt,250,4.99
34.65.140.94,443,443,true,FRA,Europe,Frankfurt,250,4.98
34.91.240.66,443,443,true,FRA,Europe,Frankfurt,270,4.98
34.154.187.142,443,443,true,FRA,Europe,Frankfurt,265,4.98
34.154.208.64,443,443,true,FRA,Europe,Frankfurt,257,4.98
34.116.174.23,443,443,true,FRA,Europe,Frankfurt,269,4.97
34.107.64.17,443,443,true,FRA,Europe,Frankfurt,297,4.97
34.89.132.7,443,443,true,FRA,Europe,Frankfurt,253,4.97
34.65.57.220,443,443,true,FRA,Europe,Frankfurt,253,4.96
34.116.143.230,443,443,true,FRA,Europe,Frankfurt,272,4.96
34.154.180.32,443,443,true,FRA,Europe,Frankfurt,254,4.95
34.65.240.216,443,443,true,FRA,Europe,Frankfurt,252,4.95
34.91.195.105,443,443,true,FRA,Europe,Frankfurt,267,4.95
34.118.59.52,443,443,true,FRA,Europe,Frankfurt,200,4.94
34.118.108.19,443,443,true,FRA,Europe,Frankfurt,271,4.94
34.154.160.113,443,443,true,FRA,Europe,Frankfurt,257,4.94
34.107.31.245,443,443,true,FRA,Europe,Frankfurt,279,4.93
34.91.58.126,443,443,true,FRA,Europe,Frankfurt,259,4.92
34.118.92.152,443,443,true,FRA,Europe,Frankfurt,278,4.92
34.90.117.213,443,443,true,FRA,Europe,Frankfurt,191,4.91
34.159.188.194,443,443,true,FRA,Europe,Frankfurt,267,4.91
34.65.214.30,443,443,true,FRA,Europe,Frankfurt,251,4.90
34.154.73.101,443,443,true,FRA,Europe,Frankfurt,254,4.90
34.116.236.130,443,443,true,FRA,Europe,Frankfurt,267,4.90
34.91.175.12,443,443,true,FRA,Europe,Frankfurt,192,4.90
34.141.16.75,443,443,true,FRA,Europe,Frankfurt,248,4.90
34.32.165.33,443,443,true,FRA,Europe,Frankfurt,273,4.89
34.91.58.126,443,443,true,FRA,Europe,Frankfurt,270,4.87
34.118.0.250,443,443,true,FRA,Europe,Frankfurt,329,4.86
34.147.28.91,443,443,true,FRA,Europe,Frankfurt,258,4.86
34.116.240.209,443,443,true,FRA,Europe,Frankfurt,267,4.86
35.204.137.199,443,443,true,FRA,Europe,Frankfurt,266,4.85
34.118.16.200,443,443,true,FRA,Europe,Frankfurt,279,4.85
34.91.133.170,443,443,true,FRA,Europe,Frankfurt,270,4.85
34.118.44.17,443,443,true,FRA,Europe,Frankfurt,272,4.85
34.154.73.91,443,443,true,FRA,Europe,Frankfurt,259,4.85
34.154.251.207,443,443,true,FRA,Europe,Frankfurt,254,4.84
34.154.36.96,443,443,true,FRA,Europe,Frankfurt,196,4.84
34.89.142.227,443,443,true,FRA,Europe,Frankfurt,194,4.84
34.32.153.143,443,443,true,FRA,Europe,Frankfurt,259,4.84
34.107.64.17,443,443,true,FRA,Europe,Frankfurt,186,4.84
34.116.249.141,443,443,true,FRA,Europe,Frankfurt,268,4.84
34.91.234.55,443,443,true,FRA,Europe,Frankfurt,261,4.83
34.154.239.19,443,443,true,FRA,Europe,Frankfurt,201,4.83
34.118.57.162,443,443,true,FRA,Europe,Frankfurt,277,4.82
34.89.152.161,443,443,true,FRA,Europe,Frankfurt,273,4.81
34.116.147.108,443,443,true,FRA,Europe,Frankfurt,268,4.81
35.204.84.83,443,443,true,FRA,Europe,Frankfurt,257,4.80
34.118.23.146,443,443,true,FRA,Europe,Frankfurt,269,4.80
34.118.60.206,443,443,true,FRA,Europe,Frankfurt,294,4.80
34.91.54.61,443,443,true,FRA,Europe,Frankfurt,293,4.80
34.154.105.105,443,443,true,FRA,Europe,Frankfurt,190,4.80
34.65.36.63,443,443,true,FRA,Europe,Frankfurt,262,4.79
34.91.108.78,443,443,true,FRA,Europe,Frankfurt,201,4.79
34.91.166.163,443,443,true,FRA,Europe,Frankfurt,256,4.78
34.118.127.239,443,443,true,FRA,Europe,Frankfurt,269,4.78
34.154.102.59,443,443,true,FRA,Europe,Frankfurt,257,4.77
34.116.200.90,443,443,true,FRA,Europe,Frankfurt,280,4.75
34.118.25.92,443,443,true,FRA,Europe,Frankfurt,280,4.74
34.91.166.163,443,443,true,FRA,Europe,Frankfurt,273,4.74
34.118.40.50,443,443,true,FRA,Europe,Frankfurt,341,4.73
34.91.54.61,443,443,true,FRA,Europe,Frankfurt,269,4.73
34.116.167.6,443,443,true,FRA,Europe,Frankfurt,213,4.72
34.118.6.115,443,443,true,FRA,Europe,Frankfurt,284,4.72
34.154.37.225,443,443,true,FRA,Europe,Frankfurt,254,4.70
34.116.251.40,443,443,true,FRA,Europe,Frankfurt,353,4.70
34.118.9.27,443,443,true,FRA,Europe,Frankfurt,209,4.69
34.107.113.210,443,443,true,FRA,Europe,Frankfurt,306,4.69
34.90.117.213,443,443,true,FRA,Europe,Frankfurt,260,4.68
34.141.201.29,443,443,true,FRA,Europe,Frankfurt,257,4.67
34.118.111.176,443,443,true,FRA,Europe,Frankfurt,279,4.67
34.65.225.189,443,443,true,FRA,Europe,Frankfurt,254,4.66
34.89.132.7,443,443,true,FRA,Europe,Frankfurt,266,4.66
34.65.105.132,443,443,true,FRA,Europe,Frankfurt,261,4.65
34.118.111.176,443,443,true,FRA,Europe,Frankfurt,278,4.64
34.89.152.161,443,443,true,FRA,Europe,Frankfurt,262,4.64
34.90.182.66,443,443,true,FRA,Europe,Frankfurt,269,4.64
34.90.210.245,443,443,true,FRA,Europe,Frankfurt,261,4.63
34.118.115.155,443,443,true,FRA,Europe,Frankfurt,314,4.63
34.118.35.90,443,443,true,FRA,Europe,Frankfurt,268,4.63
34.89.133.87,443,443,true,FRA,Europe,Frankfurt,264,4.62
34.91.133.170,443,443,true,FRA,Europe,Frankfurt,263,4.62
34.154.192.218,443,443,true,FRA,Europe,Frankfurt,198,4.61
34.89.132.7,443,443,true,FRA,Europe,Frankfurt,252,4.61
34.154.101.73,443,443,true,FRA,Europe,Frankfurt,189,4.60
34.118.49.115,443,443,true,FRA,Europe,Frankfurt,203,4.60
34.32.233.205,443,443,true,FRA,Europe,Frankfurt,259,4.58
34.118.91.197,443,443,true,FRA,Europe,Frankfurt,274,4.58
34.65.6.31,443,443,true,FRA,Europe,Frankfurt,250,4.58
34.147.66.152,443,443,true,FRA,Europe,Frankfurt,257,4.58
34.118.14.66,443,443,true,FRA,Europe,Frankfurt,281,4.57
34.147.91.69,443,443,true,FRA,Europe,Frankfurt,272,4.57
34.154.195.165,443,443,true,FRA,Europe,Frankfurt,194,4.57
34.118.52.125,443,443,true,FRA,Europe,Frankfurt,283,4.56
34.116.149.118,443,443,true,FRA,Europe,Frankfurt,281,4.56
34.116.224.223,443,443,true,FRA,Europe,Frankfurt,336,4.56
34.118.111.149,443,443,true,FRA,Europe,Frankfurt,282,4.55
34.91.240.66,443,443,true,FRA,Europe,Frankfurt,192,4.55
34.91.58.126,443,443,true,FRA,Europe,Frankfurt,191,4.55
34.118.29.1,443,443,true,FRA,Europe,Frankfurt,266,4.54
34.118.100.37,443,443,true,FRA,Europe,Frankfurt,268,4.53
34.118.123.100,443,443,true,FRA,Europe,Frankfurt,266,4.53
34.154.184.38,443,443,true,FRA,Europe,Frankfurt,192,4.53
34.118.102.129,443,443,true,FRA,Europe,Frankfurt,204,4.52
34.118.12.209,443,443,true,FRA,Europe,Frankfurt,268,4.51
34.116.235.43,443,443,true,FRA,Europe,Frankfurt,587,4.49
34.154.122.9,443,443,true,FRA,Europe,Frankfurt,267,4.48
34.89.211.255,443,443,true,FRA,Europe,Frankfurt,259,4.48
34.116.246.103,443,443,true,FRA,Europe,Frankfurt,304,4.48
34.65.36.63,443,443,true,FRA,Europe,Frankfurt,257,4.47
34.154.175.22,443,443,true,FRA,Europe,Frankfurt,253,4.46
34.118.92.152,443,443,true,FRA,Europe,Frankfurt,269,4.45
34.118.80.175,443,443,true,FRA,Europe,Frankfurt,202,4.44
34.107.101.123,443,443,true,FRA,Europe,Frankfurt,294,4.43
34.116.249.141,443,443,true,FRA,Europe,Frankfurt,362,4.43
34.91.175.12,443,443,true,FRA,Europe,Frankfurt,256,4.43
34.116.245.42,443,443,true,FRA,Europe,Frankfurt,273,4.42
34.116.225.173,443,443,true,FRA,Europe,Frankfurt,271,4.42
34.91.175.12,443,443,true,FRA,Europe,Frankfurt,193,4.40
34.65.6.31,443,443,true,FRA,Europe,Frankfurt,251,4.39
34.154.4.46,443,443,true,FRA,Europe,Frankfurt,264,4.39
34.154.154.120,443,443,true,FRA,Europe,Frankfurt,263,4.39
34.118.22.25,443,443,true,FRA,Europe,Frankfurt,322,4.39
34.118.15.93,443,443,true,FRA,Europe,Frankfurt,204,4.39
34.65.119.116,443,443,true,FRA,Europe,Frankfurt,262,4.38
34.32.159.218,443,443,true,FRA,Europe,Frankfurt,262,4.38
34.118.69.246,443,443,true,FRA,Europe,Frankfurt,266,4.38
34.89.250.77,443,443,true,FRA,Europe,Frankfurt,253,4.37
34.116.140.46,443,443,true,FRA,Europe,Frankfurt,273,4.35
34.118.10.54,443,443,true,FRA,Europe,Frankfurt,231,4.35
34.89.195.219,443,443,true,FRA,Europe,Frankfurt,253,4.32
34.118.0.250,443,443,true,FRA,Europe,Frankfurt,269,4.31
34.118.22.25,443,443,true,FRA,Europe,Frankfurt,280,4.31
34.116.174.23,443,443,true,FRA,Europe,Frankfurt,321,4.29
34.118.10.54,443,443,true,FRA,Europe,Frankfurt,254,4.28
34.116.147.108,443,443,true,FRA,Europe,Frankfurt,311,4.27
34.154.16.42,443,443,true,FRA,Europe,Frankfurt,257,4.26
34.154.106.76,443,443,true,FRA,Europe,Frankfurt,262,4.25
34.118.107.144,443,443,true,FRA,Europe,Frankfurt,270,4.25
34.154.47.45,443,443,true,FRA,Europe,Frankfurt,261,4.19
34.91.58.126,443,443,true,FRA,Europe,Frankfurt,270,4.18
34.65.6.31,443,443,true,FRA,Europe,Frankfurt,287,4.18
34.116.202.71,443,443,true,FRA,Europe,Frankfurt,316,4.17
34.118.30.13,443,443,true,FRA,Europe,Frankfurt,314,4.14
34.154.83.4,443,443,true,FRA,Europe,Frankfurt,252,4.13
34.91.240.66,443,443,true,FRA,Europe,Frankfurt,269,4.13
34.65.57.220,443,443,true,FRA,Europe,Frankfurt,252,4.13
34.90.210.245,443,443,true,FRA,Europe,Frankfurt,272,4.12
34.90.182.66,443,443,true,FRA,Europe,Frankfurt,269,4.10
34.116.128.178,443,443,true,FRA,Europe,Frankfurt,324,4.09
34.116.189.137,443,443,true,FRA,Europe,Frankfurt,337,4.09
34.118.15.93,443,443,true,FRA,Europe,Frankfurt,256,4.08
34.116.222.44,443,443,true,FRA,Europe,Frankfurt,259,4.06
34.116.141.181,443,443,true,FRA,Europe,Frankfurt,281,4.03
34.118.108.19,443,443,true,FRA,Europe,Frankfurt,291,4.03
34.147.76.155,443,443,true,FRA,Europe,Frankfurt,264,4.03
34.118.17.200,443,443,true,FRA,Europe,Frankfurt,274,4.02
34.107.113.210,443,443,true,FRA,Europe,Frankfurt,266,4.01
34.118.38.185,443,443,true,FRA,Europe,Frankfurt,283,3.99
34.116.152.58,443,443,true,FRA,Europe,Frankfurt,333,3.95
34.154.90.126,443,443,true,FRA,Europe,Frankfurt,260,3.95
34.116.141.181,443,443,true,FRA,Europe,Frankfurt,317,3.93
34.118.15.29,443,443,true,FRA,Europe,Frankfurt,411,3.89
34.118.9.27,443,443,true,FRA,Europe,Frankfurt,320,3.86
34.118.50.141,443,443,true,FRA,Europe,Frankfurt,319,3.86
34.107.94.216,443,443,true,FRA,Europe,Frankfurt,270,3.82
34.116.153.230,443,443,true,FRA,Europe,Frankfurt,317,3.82
34.154.123.114,443,443,true,FRA,Europe,Frankfurt,261,3.80
34.116.246.103,443,443,true,FRA,Europe,Frankfurt,201,3.71
34.154.237.161,443,443,true,FRA,Europe,Frankfurt,257,3.65
34.65.10.53,443,443,true,FRA,Europe,Frankfurt,305,3.46
34.154.219.131,443,443,true,FRA,Europe,Frankfurt,186,3.45
34.116.225.173,443,443,true,FRA,Europe,Frankfurt,370,3.41
34.65.10.53,443,443,true,FRA,Europe,Frankfurt,198,3.41
34.89.175.145,443,443,true,FRA,Europe,Frankfurt,294,3.38
34.116.149.118,443,443,true,FRA,Europe,Frankfurt,363,3.34
34.118.23.110,443,443,true,FRA,Europe,Frankfurt,332,2.98
34.154.126.24,443,443,true,FRA,Europe,Frankfurt,305,2.84
34.118.123.8,443,443,true,FRA,Europe,Frankfurt,280,2.75
34.118.49.115,443,443,true,FRA,Europe,Frankfurt,330,2.73
34.154.185.211,443,443,true,FRA,Europe,Frankfurt,194,2.73
34.118.23.146,443,443,true,FRA,Europe,Frankfurt,337,2.70
34.118.16.79,443,443,true,FRA,Europe,Frankfurt,333,2.70
34.118.12.209,443,443,true,FRA,Europe,Frankfurt,340,2.67
34.118.107.144,443,443,true,FRA,Europe,Frankfurt,280,2.65
34.116.245.42,443,443,true,FRA,Europe,Frankfurt,333,2.62
34.154.127.225,443,443,true,FRA,Europe,Frankfurt,305,2.52
34.116.193.229,443,443,true,FRA,Europe,Frankfurt,202,2.45
34.116.217.39,443,443,true,FRA,Europe,Frankfurt,288,2.36
34.116.159.95,443,443,true,FRA,Europe,Frankfurt,280,2.29
34.116.200.216,443,443,true,FRA,Europe,Frankfurt,320,2.29
34.116.128.178,443,443,true,FRA,Europe,Frankfurt,201,2.27
34.116.214.69,443,443,true,FRA,Europe,Frankfurt,277,2.23
34.118.123.100,443,443,true,FRA,Europe,Frankfurt,269,2.18
34.116.214.20,443,443,true,FRA,Europe,Frankfurt,341,2.15
34.118.111.149,443,443,true,FRA,Europe,Frankfurt,282,2.15
34.118.29.1,443,443,true,FRA,Europe,Frankfurt,339,2.14
34.116.214.20,443,443,true,FRA,Europe,Frankfurt,274,2.02
34.116.187.139,443,443,true,FRA,Europe,Frankfurt,268,1.99
34.118.84.230,443,443,true,FRA,Europe,Frankfurt,274,1.98
34.118.100.37,443,443,true,FRA,Europe,Frankfurt,285,1.96
34.118.102.129,443,443,true,FRA,Europe,Frankfurt,281,1.86
34.118.44.79,443,443,true,FRA,Europe,Frankfurt,338,1.73
34.118.17.200,443,443,true,FRA,Europe,Frankfurt,324,1.73
34.118.122.1,443,443,true,FRA,Europe,Frankfurt,277,1.70
34.118.6.115,443,443,true,FRA,Europe,Frankfurt,282,1.69
34.89.147.232,443,443,true,FRA,Europe,Frankfurt,305,1.47
34.141.176.76,443,443,true,FRA,Europe,Frankfurt,316,1.45
34.118.31.189,443,443,true,FRA,Europe,Frankfurt,276,1.40
34.32.209.205,443,443,true,FRA,Europe,Frankfurt,320,1.33
34.90.17.6,443,443,true,FRA,Europe,Frankfurt,279,1.27
34.141.64.38,443,443,true,FRA,Europe,Frankfurt,310,1.12
34.116.196.218,443,443,true,FRA,Europe,Frankfurt,355,1.09
34.32.209.205,443,443,true,FRA,Europe,Frankfurt,312,1.04
34.97.64.116,8443,443,true,KIX,Asia Pacific,Osaka,91,0.87
34.89.175.145,443,443,true,FRA,Europe,Frankfurt,301,0.81
34.97.64.116,8443,443,true,KIX,Asia Pacific,Osaka,138,0.76
34.89.209.6,443,443,true,FRA,Europe,Frankfurt,271,0.61
34.89.238.145,443,443,true,FRA,Europe,Frankfurt,265,0.60
34.116.211.3,443,443,true,FRA,Europe,Frankfurt,371,0.55
34.118.24.29,443,443,true,FRA,Europe,Frankfurt,339,0.47
35.234.77.198,443,443,true,IAD,North America,Ashburn,203,0.47
34.116.129.250,443,443,true,FRA,Europe,Frankfurt,391,0.46
34.89.145.14,443,443,true,FRA,Europe,Frankfurt,263,0.44
34.154.151.129,443,443,true,FRA,Europe,Frankfurt,301,0.43
34.85.152.203,443,443,true,IAD,North America,Ashburn,212,0.39
34.85.152.203,443,443,true,IAD,North America,Ashburn,279,0.39
34.141.73.163,443,443,true,FRA,Europe,Frankfurt,261,0.37
34.85.152.203,443,443,true,IAD,North America,Ashburn,213,0.36
34.90.17.6,443,443,true,FRA,Europe,Frankfurt,310,0.30
34.85.152.203,443,443,true,IAD,North America,Ashburn,251,0.26
34.118.4.22,443,443,true,FRA,Europe,Frankfurt,360,0.26
34.90.17.6,443,443,true,FRA,Europe,Frankfurt,305,0.25
34.116.222.152,443,443,true,FRA,Europe,Frankfurt,320,0.22
34.116.231.238,443,443,true,FRA,Europe,Frankfurt,391,0.21
34.118.48.148,443,443,true,FRA,Europe,Frankfurt,318,0.21
34.89.227.179,443,443,true,FRA,Europe,Frankfurt,299,0.18
34.118.17.244,443,443,true,FRA,Europe,Frankfurt,369,0.17
35.198.72.152,443,443,true,FRA,Europe,Frankfurt,303,0.14
34.65.10.53,443,443,true,FRA,Europe,Frankfurt,306,0.13
34.107.94.216,443,443,true,FRA,Europe,Frankfurt,307,0.12
34.118.80.178,443,443,true,FRA,Europe,Frankfurt,311,0.12
34.34.13.117,443,443,true,FRA,Europe,Frankfurt,269,0.11
34.116.219.56,443,443,true,FRA,Europe,Frankfurt,327,0.10
34.91.91.214,443,443,true,FRA,Europe,Frankfurt,326,0.08
35.242.239.61,443,443,true,FRA,Europe,Frankfurt,346,0.08
34.65.197.0,443,443,true,FRA,Europe,Frankfurt,305,0.08
34.118.93.116,443,443,true,FRA,Europe,Frankfurt,325,0.07
34.65.219.231,443,443,true,FRA,Europe,Frankfurt,306,0.07
34.116.218.25,443,443,true,FRA,Europe,Frankfurt,376,0.06
34.90.137.139,443,443,true,FRA,Europe,Frankfurt,319,0.05
34.141.82.83,443,443,true,FRA,Europe,Frankfurt,299,0.05
34.118.6.177,443,443,true,FRA,Europe,Frankfurt,313,0.04
34.65.219.231,443,443,true,FRA,Europe,Frankfurt,302,0.04
34.118.93.116,443,443,true,FRA,Europe,Frankfurt,276,0.04
34.118.75.249,443,443,true,FRA,Europe,Frankfurt,277,0.03
34.89.147.232,443,443,true,FRA,Europe,Frankfurt,315,0.03
34.89.146.12,443,443,true,FRA,Europe,Frankfurt,304,0.02
34.116.214.235,443,443,true,FRA,Europe,Frankfurt,382,0.01
34.90.185.80,443,443,true,FRA,Europe,Frankfurt,316,0.00
34.154.89.210,443,443,true,FRA,Europe,Frankfurt,315,0.00
34.87.49.28,80,80,false,SIN,Asia Pacific,Singapore,1,0.00
34.87.49.28,80,80,false,SIN,Asia Pacific,Singapore,2,0.00
34.87.49.28,80,80,false,SIN,Asia Pacific,Singapore,2,0.00
34.142.189.80,80,80,false,SIN,Asia Pacific,Singapore,2,0.00
35.244.181.58,80,80,false,SIN,Asia Pacific,Singapore,7,0.00
34.160.118.77,80,80,false,SIN,Asia Pacific,Singapore,8,0.00
34.36.183.121,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
34.110.234.120,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
34.101.169.73,80,8080,false,CGK,Asia Pacific,Jakarta,23,0.00
34.111.135.19,80,80,false,SIN,Asia Pacific,Singapore,23,0.00
34.101.169.73,80,8080,false,CGK,Asia Pacific,Jakarta,33,0.00
34.81.195.140,8080,80,false,TPE,Asia Pacific,Taipei,41,0.00
34.81.35.248,443,443,true,TPE,Asia Pacific,Taipei,42,0.00
34.81.195.140,8080,80,false,TPE,Asia Pacific,Taipei,44,0.00
34.81.195.140,8080,80,false,TPE,Asia Pacific,Taipei,45,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,60,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,61,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,61,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,61,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,62,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,62,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,64,0.00
34.64.94.216,80,80,false,ICN,Asia Pacific,Seoul,71,0.00
34.64.94.216,80,80,false,ICN,Asia Pacific,Seoul,72,0.00
35.200.9.36,8080,80,false,NRT,Asia Pacific,Tokyo,73,0.00
35.200.9.36,8080,80,false,NRT,Asia Pacific,Tokyo,73,0.00
35.200.9.36,8080,80,false,NRT,Asia Pacific,Tokyo,88,0.00
34.64.94.216,80,80,false,ICN,Asia Pacific,Seoul,100,0.00
34.105.35.182,8080,80,false,SEA,North America,Seattle,155,0.00
34.105.49.234,80,80,false,SEA,North America,Seattle,155,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,155,0.00
34.105.35.182,8080,80,false,SEA,North America,Seattle,155,0.00
34.105.35.182,8080,80,false,SEA,North America,Seattle,155,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,156,0.00
34.82.188.91,443,443,true,SEA,North America,Seattle,156,0.00
34.82.48.25,80,80,false,SEA,North America,Seattle,156,0.00
34.105.49.234,80,80,false,SEA,North America,Seattle,156,0.00
35.247.124.181,80,80,false,SEA,North America,Seattle,156,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,156,0.00
34.82.48.25,443,80,false,SEA,North America,Seattle,156,0.00
34.82.48.25,443,80,false,SEA,North America,Seattle,156,0.00
34.82.48.25,443,80,false,SEA,North America,Seattle,156,0.00
34.168.191.175,80,80,false,SEA,North America,Seattle,156,0.00
34.82.48.25,80,80,false,SEA,North America,Seattle,157,0.00
34.82.48.25,80,80,false,SEA,North America,Seattle,157,0.00
34.82.48.25,443,80,false,SEA,North America,Seattle,157,0.00
34.82.188.91,443,443,true,SEA,North America,Seattle,157,0.00
34.82.48.25,80,80,false,SEA,North America,Seattle,158,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,159,0.00
34.102.111.127,80,80,false,LAX,North America,Los Angeles,160,0.00
34.102.111.127,80,80,false,LAX,North America,Los Angeles,160,0.00
34.102.111.127,80,80,false,LAX,North America,Los Angeles,183,0.00
34.175.161.245,2096,80,false,MAD,Europe,Madrid,189,0.00
34.175.7.231,2087,80,false,MAD,Europe,Madrid,189,0.00
34.175.244.157,2096,80,false,MAD,Europe,Madrid,189,0.00
34.175.99.73,2095,80,false,MAD,Europe,Madrid,189,0.00
34.175.244.157,2095,80,false,MAD,Europe,Madrid,189,0.00
34.175.95.58,2053,80,false,MAD,Europe,Madrid,189,0.00
34.175.133.251,2053,80,false,MAD,Europe,Madrid,189,0.00
34.175.244.157,2053,80,false,MAD,Europe,Madrid,190,0.00
34.175.133.251,2087,80,false,MAD,Europe,Madrid,190,0.00
34.175.244.157,2083,80,false,MAD,Europe,Madrid,190,0.00
34.175.244.157,2086,80,false,MAD,Europe,Madrid,190,0.00
34.175.133.251,2082,80,false,MAD,Europe,Madrid,190,0.00
34.175.133.251,2095,80,false,MAD,Europe,Madrid,190,0.00
34.175.7.231,2053,80,false,MAD,Europe,Madrid,190,0.00
34.175.161.245,2052,80,false,MAD,Europe,Madrid,191,0.00
34.175.168.99,2082,80,false,MAD,Europe,Madrid,191,0.00
34.175.7.231,2082,80,false,MAD,Europe,Madrid,191,0.00
34.175.95.58,2082,80,false,MAD,Europe,Madrid,191,0.00
34.175.99.73,2052,80,false,MAD,Europe,Madrid,191,0.00
34.175.95.58,2087,80,false,MAD,Europe,Madrid,191,0.00
34.175.161.245,2086,80,false,MAD,Europe,Madrid,191,0.00
34.175.99.73,2086,80,false,MAD,Europe,Madrid,191,0.00
34.175.133.251,2096,80,false,MAD,Europe,Madrid,191,0.00
34.175.99.73,2082,80,false,MAD,Europe,Madrid,191,0.00
34.175.244.157,2052,80,false,MAD,Europe,Madrid,192,0.00
34.175.244.157,2082,80,false,MAD,Europe,Madrid,192,0.00
